Campaign type,Campaign,Status,Country,Profile,Portfolio,Target type,Daily Budget,Current Budget,Bidding Strategy,SP Off-site Ads Strategy,Labels,Budget group,Impressions(Current period),Impressions(Comparison period),Impressions(Sequential growth rate),Clicks(Current period),Clicks(Comparison period),Clicks(Sequential growth rate),CTR(Current period),CTR(Comparison period),CTR(Sequential growth rate),Spend(Current period),Spend(Comparison period),Spend(Sequential growth rate),CPC(Current period),CPC(Comparison period),CPC(Sequential growth rate),Orders(Current period),Orders(Comparison period),Orders(Sequential growth rate),Sales(Current period),Sales(Comparison period),Sales(Sequential growth rate),Units(Current period),Units(Comparison period),Units(Sequential growth rate),CVR(Current period),CVR(Comparison period),CVR(Sequential growth rate),ACOS(Current period),ACOS(Comparison period),ACOS(Sequential growth rate),ROAS(Current period),ROAS(Comparison period),ROAS(Sequential growth rate),CPA(Current period),CPA(Comparison period),CPA(Sequential growth rate),Sales Same SKU(Current period),Sales Same SKU(Comparison period),Sales Same SKU(Sequential growth rate),Sales Other SKU(Current period),Sales Other SKU(Comparison period),Sales Other SKU(Sequential growth rate),Orders Same SKU(Current period),Orders Same SKU(Comparison period),Orders Same SKU(Sequential growth rate),Orders Other SKU(Current period),Orders Other SKU(Comparison period),Orders Other SKU(Sequential growth rate),Units Same SKU(Current period),Units Same SKU(Comparison period),Units Same SKU(Sequential growth rate),Units Other SKU(Current period),Units Other SKU(Comparison period),Units Other SKU(Sequential growth rate)
sponsoredProducts,"B0CQ4X98YF_20oz_favorite grandchild grandpa nutri black_best gifts for grandfathers b,p",Paused,US,NewEleven,B0CQ4X98YF_TUMBLER 20_FAVORITE GRANDCHILD GRANDPA NUTRI BLACK_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,1,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--
sponsoredProducts,"B0CQ4X98YF_20oz_favorite grandchild grandpa nutri black_best grandpa gifts b,p",Paused,US,NewEleven,B0CQ4X98YF_TUMBLER 20_FAVORITE GRANDCHILD GRANDPA NUTRI BLACK_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,27,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--
sponsoredProducts,"B0CQ4X98YF_20oz_favorite grandchild grandpa nutri black_great grandpa gifts b,p",Paused,US,NewEleven,B0CQ4X98YF_TUMBLER 20_FAVORITE GRANDCHILD GRANDPA NUTRI BLACK_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,1,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--
sponsoredProducts,"B0CQ4X98YF_20oz_favorite grandchild grandpa nutri black_christmas gifts for grandpa b,p",Paused,US,NewEleven,B0CQ4X98YF_TUMBLER 20_FAVORITE GRANDCHILD GRANDPA NUTRI BLACK_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,4,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--
sponsoredProducts,"B0CQ4X98YF_20oz_favorite grandchild grandpa nutri black_gifts for grandpa b,p",Paused,US,NewEleven,B0CQ4X98YF_TUMBLER 20_FAVORITE GRANDCHILD GRANDPA NUTRI BLACK_Linh,manual,$1.00,$0.00,Dynamic bids and down,NOT_SET,--,,31,--,--,3,--,--,0.0968,--,--,5,--,--,1.67,--,--,1,--,--,18.49,--,--,1,--,--,0.3333,--,--,0.2704,--,--,3.7,--,--,5,--,--,18.49,--,--,0,--,--,1,--,--,--,--,--,1,--,--,--,--,--
sponsoredProducts,"B0CQ4X98YF_20oz_favorite grandchild grandpa nutri black_grandpa b,p",Paused,US,NewEleven,B0CQ4X98YF_TUMBLER 20_FAVORITE GRANDCHILD GRANDPA NUTRI BLACK_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,303,--,--,3,--,--,0.0099,--,--,5.5,--,--,1.83,--,--,2,--,--,36.98,--,--,2,--,--,0.6667,--,--,0.1487,--,--,6.72,--,--,2.75,--,--,36.98,--,--,0,--,--,2,--,--,--,--,--,2,--,--,--,--,--
sponsoredProducts,"B0CQ4X98YF_20oz_favorite grandchild grandpa nutri black_grandpa gifts b,p",Paused,US,NewEleven,B0CQ4X98YF_TUMBLER 20_FAVORITE GRANDCHILD GRANDPA NUTRI BLACK_Linh,manual,$1.00,$0.00,Dynamic bids and down,NOT_SET,--,,352,--,--,4,--,--,0.0114,--,--,6.66,--,--,1.67,--,--,3,--,--,54.97,--,--,3,--,--,0.75,--,--,0.1212,--,--,8.25,--,--,2.22,--,--,36.98,--,--,17.99,--,--,2,--,--,1,--,--,2,--,--,1,--,--
sponsoredProducts,"B0CRKR75LJ_20oz_Grandmasaurus+Grandma nutri white_grandma gifts from grandson b,p",Paused,US,NewEleven,B0CRKR75LJ_TUMBLER 20_GRANDMASAURUS + GRANDMA NUTRITION  WHITE_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,2,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--
sponsoredProducts,"B0CRKR75LJ_20oz_Grandmasaurus+Grandma nutri white_grandmother b,p",Paused,US,NewEleven,B0CRKR75LJ_TUMBLER 20_GRANDMASAURUS + GRANDMA NUTRITION  WHITE_Linh,manual,$1.00,$0.00,Dynamic bids and down,NOT_SET,--,,682,1,681,13,0,13,0.0191,0,1.91,15.32,0,15.32,1.18,--,--,4,0,4,72.95,0,72.95,4,0,4,0.3077,--,--,0.21,--,--,4.76,--,--,3.83,0,3.83,50.97,0,50.97,21.98,0,21.98,3,0,3,1,--,--,3,0,3,1,--,--
sponsoredProducts,"B0CRKR75LJ_20oz_Grandmasaurus+Grandma nutri white_to my grandma b,p",Paused,US,NewEleven,B0CRKR75LJ_TUMBLER 20_GRANDMASAURUS + GRANDMA NUTRITION  WHITE_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,9,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--
sponsoredProducts,"B0CRKR75LJ_20oz_Grandmasaurus+Grandma nutri white_funny grandma gifts b,p",Paused,US,NewEleven,B0CRKR75LJ_TUMBLER 20_GRANDMASAURUS + GRANDMA NUTRITION  WHITE_Linh,manual,$1.00,$0.00,Dynamic bids and down,NOT_SET,--,,1,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--
sponsoredProducts,"B0CRKR75LJ_20oz_Grandmasaurus+Grandma nutri white_gifts for grandma from grandkids b,p",Paused,US,NewEleven,B0CRKR75LJ_TUMBLER 20_GRANDMASAURUS + GRANDMA NUTRITION  WHITE_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,1,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--
sponsoredProducts,"B0CRKR75LJ_20oz_Grandmasaurus+Grandma nutri white_grandma gift b,p",Paused,US,NewEleven,B0CRKR75LJ_TUMBLER 20_GRANDMASAURUS + GRANDMA NUTRITION  WHITE_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,948,--,--,5,--,--,0.0053,--,--,5.49,--,--,1.1,--,--,0,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,0,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--
sponsoredProducts,"B0CRKR75LJ_20oz_Grandmasaurus+Grandma nutri white_cool presents for grandma b,p",Paused,US,NewEleven,B0CRKR75LJ_TUMBLER 20_GRANDMASAURUS + GRANDMA NUTRITION  WHITE_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,932,10,92.2,4,0,4,0.0043,0,0.43,4.36,0,4.36,1.09,--,--,1,0,1,16.99,0,16.99,1,0,1,0.25,--,--,0.2566,--,--,3.9,--,--,4.36,0,4.36,16.99,0,16.99,0,0,0,1,0,1,--,--,--,1,0,1,--,--,--
sponsoredProducts,"B0CRKR75LJ_20oz_Grandmasaurus+Grandma nutri white_present for grandma b,p",Paused,US,NewEleven,B0CRKR75LJ_TUMBLER 20_GRANDMASAURUS + GRANDMA NUTRITION  WHITE_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,278,1,277,1,0,1,0.0036,0,0.36,1.05,0,1.05,1.05,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CRKR75LJ_20oz_Grandmasaurus+Grandma nutri white_best grandma gifts b,p",Paused,US,NewEleven,B0CRKR75LJ_TUMBLER 20_GRANDMASAURUS + GRANDMA NUTRITION  WHITE_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,51,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,0,--,--,--,--,--,0,--,--,--,--,--
sponsoredProducts,"B0D72Z4996_Ornament_Baby see you in 2025_pregnancy gifts for expecting mom b,p 1",Paused,US,NewEleven,x B0D72Z4996_ORNAMENT_MERRY CHRISTMAS BABY SEE YOU IN 2025_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,765,0,765,2,0,2,0.0026,--,--,3,0,3,1.5,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0D72Z4996_Ornament_Baby see you in 2025_pregnancy announcement b,p 1",Paused,US,NewEleven,x B0D72Z4996_ORNAMENT_MERRY CHRISTMAS BABY SEE YOU IN 2025_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,2128,23,91.5217,3,0,3,0.0014,0,0.14,4.55,0,4.55,1.52,--,--,1,0,1,20.98,0,20.98,1,0,1,0.3333,--,--,0.2169,--,--,4.61,--,--,4.55,0,4.55,20.98,0,20.98,0,0,0,1,0,1,--,--,--,1,0,1,--,--,--
sponsoredProducts,"B0978WGWY4_20oz_Awesome black_birthday gifts for men b,p",Paused,US,NewEleven,B0978WGWY4_TUMBLER 20_YOU ARE AWESOME BLACK_THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,127,--,--,2,--,--,0.0157,--,--,3,--,--,1.5,--,--,1,--,--,19.98,--,--,1,--,--,0.5,--,--,0.1502,--,--,6.66,--,--,3,--,--,19.98,--,--,0,--,--,1,--,--,--,--,--,1,--,--,--,--,--
sponsoredProducts,"B0DHRKRSXC_Orna_New home new beginnings glass_first christmas home ornament 2024 b,p",Paused,US,NewEleven,x B0DHRKRSXC_ORNAMENT_NEW HOME NEW BEGINNINGS NEW MEMORIES GLASS_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,34,7,3.8571,2,0,2,0.0588,0,5.88,3,0,3,1.5,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DHRKRSXC_Orna_New home new beginnings glass_new home ornament 2024 hallmark b,p",Paused,US,NewEleven,x B0DHRKRSXC_ORNAMENT_NEW HOME NEW BEGINNINGS NEW MEMORIES GLASS_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,17,16,0.0625,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DHRKRSXC_Orna_New home new beginnings glass_our first home christmas ornament 2024 b,p",Paused,US,NewEleven,x B0DHRKRSXC_ORNAMENT_NEW HOME NEW BEGINNINGS NEW MEMORIES GLASS_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,10,0,10,0,0,0,0,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DHRKRSXC_Orna_New home new beginnings glass_2024 new home christmas ornament b,p",Paused,US,NewEleven,x B0DHRKRSXC_ORNAMENT_NEW HOME NEW BEGINNINGS NEW MEMORIES GLASS_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,73,4,17.25,4,0,4,0.0548,0,5.48,8,0,8,2,--,--,2,0,2,29.98,0,29.98,2,0,2,0.5,--,--,0.2668,--,--,3.75,--,--,4,0,4,29.98,0,29.98,0,0,0,2,0,2,--,--,--,2,0,2,--,--,--
sponsoredProducts,"B0DHRKRSXC_Orna_New home new beginnings glass_new apartment gifts for women b,p",Paused,US,NewEleven,x B0DHRKRSXC_ORNAMENT_NEW HOME NEW BEGINNINGS NEW MEMORIES GLASS_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,1,0,1,0,0,0,0,--,--,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DHRKRSXC_Orna_New home new beginnings glass_our new home ornament 2024 b,p",Paused,US,NewEleven,x B0DHRKRSXC_ORNAMENT_NEW HOME NEW BEGINNINGS NEW MEMORIES GLASS_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,15,2,6.5,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DHRKRSXC_Orna_New home new beginnings glass_1st christmas in new home 2024 b,p",Paused,US,NewEleven,x B0DHRKRSXC_ORNAMENT_NEW HOME NEW BEGINNINGS NEW MEMORIES GLASS_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,20,0,20,3,0,3,0.15,--,--,6,0,6,2,--,--,1,0,1,14.99,0,14.99,1,0,1,0.3333,--,--,0.4003,--,--,2.5,--,--,6,0,6,14.99,0,14.99,0,0,0,1,0,1,--,--,--,1,0,1,--,--,--
sponsoredProducts,"B0DHRKRSXC_Orna_New home new beginnings glass_first christmas in our new home 2024 b,p 1",Paused,US,NewEleven,x B0DHRKRSXC_ORNAMENT_NEW HOME NEW BEGINNINGS NEW MEMORIES GLASS_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,47,28,0.6786,4,0,4,0.0851,0,8.51,7,0,7,1.75,--,--,1,0,1,14.99,0,14.99,1,0,1,0.25,--,--,0.467,--,--,2.14,--,--,7,0,7,14.99,0,14.99,0,0,0,1,0,1,--,--,--,1,0,1,--,--,--
sponsoredProducts,"B0DHRKRSXC_Orna_New home new beginnings glass_house warming gift b,p 2",Paused,US,NewEleven,x B0DHRKRSXC_ORNAMENT_NEW HOME NEW BEGINNINGS NEW MEMORIES GLASS_Linh,manual,$1.00,$0.00,Dynamic bids and down,NOT_SET,--,,1083,3374,-0.679,12,7,0.7143,0.0111,0.0021,4.2857,21.61,11.05,0.9557,1.8,1.58,0.1392,3,4,-0.25,44.97,74.95,-0.4,3,5,-0.4,0.25,0.5714,-0.5625,0.4805,0.1474,2.2598,2.08,6.78,-0.6932,7.2,2.76,1.6087,44.97,74.95,-0.4,0,0,0,3,4,-0.25,--,--,--,3,5,-0.4,--,--,--
sponsoredProducts,"B0DHRKRSXC_Orna_New home new beginnings glass_new home ornament b,p 1",Paused,US,NewEleven,x B0DHRKRSXC_ORNAMENT_NEW HOME NEW BEGINNINGS NEW MEMORIES GLASS_Linh,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,1086,223,3.87,4,5,-0.2,0.0037,0.0224,-0.8348,4.93,6.17,-0.201,1.23,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0DHRKRSXC_Orna_New home new beginnings glass_house warming gifts new home b,p 2",Paused,US,NewEleven,x B0DHRKRSXC_ORNAMENT_NEW HOME NEW BEGINNINGS NEW MEMORIES GLASS_Linh,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,1006,203,3.9557,3,4,-0.25,0.003,0.0197,-0.8477,5,6,-0.1667,1.67,1.5,0.1133,1,0,1,14.99,0,14.99,1,0,1,0.3333,0,33.33,0.3336,--,--,3,0,3,5,0,5,14.99,0,14.99,0,0,0,1,0,1,--,--,--,1,0,1,--,--,--
sponsoredProducts,B0DHRKRSXC_Orna_New home new beginnings glass_auto,Paused,US,NewEleven,x B0DHRKRSXC_ORNAMENT_NEW HOME NEW BEGINNINGS NEW MEMORIES GLASS_Linh,auto,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,1287,799,0.6108,4,4,0,0.0031,0.005,-0.38,4.9,5.25,-0.0667,1.23,1.31,-0.0611,1,0,1,14.99,0,14.99,1,0,1,0.25,0,25,0.3269,--,--,3.06,0,3.06,4.9,0,4.9,14.99,0,14.99,0,0,0,1,0,1,--,--,--,1,0,1,--,--,--
sponsoredProducts,"B0D1GHNG9D_CF_In my teacher era_gifts for new teachers b,p",Paused,US,NewEleven,B0D1GHNG9D_COFFEE GLASS_IN MY TEACHER ERA + NUTITION FACTS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,13,0,13,1,0,1,0.0769,--,--,1.34,0,1.34,1.34,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0D1GHNG9D_CF_In my teacher era_gifts for preschool teachers b,p",Paused,US,NewEleven,B0D1GHNG9D_COFFEE GLASS_IN MY TEACHER ERA + NUTITION FACTS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,101,12,7.4167,1,0,1,0.0099,0,0.99,1.5,0,1.5,1.5,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0D1GHNG9D_CF_In my teacher era_christmas gift teacher b,p",Paused,US,NewEleven,B0D1GHNG9D_COFFEE GLASS_IN MY TEACHER ERA + NUTITION FACTS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,258,156,0.6538,3,3,0,0.0116,0.0192,-0.3958,5,5.94,-0.1582,1.67,1.98,-0.1566,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0D1GHNG9D_CF_In my teacher era_art teacher gifts for women b,p 1",Paused,US,NewEleven,B0D1GHNG9D_COFFEE GLASS_IN MY TEACHER ERA + NUTITION FACTS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,33,0,33,1,0,1,0.0303,--,--,1.5,0,1.5,1.5,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0D1GHNG9D_CF_In my teacher era_teacher gifts christmas b,p",Paused,US,NewEleven,B0D1GHNG9D_COFFEE GLASS_IN MY TEACHER ERA + NUTITION FACTS_NGAN,manual,$10.00,$0.00,Dynamic bids and down,NOT_SET,--,,801,224,2.5759,8,3,1.6667,0.01,0.0134,-0.2537,15.94,5.5,1.8982,1.99,1.83,0.0874,3,0,3,99.9,0,99.9,5,0,5,0.375,0,37.5,0.1596,--,--,6.27,0,6.27,5.31,0,5.31,99.9,0,99.9,0,0,0,3,0,3,--,--,--,5,0,5,--,--,--
sponsoredProducts,"B0D1GHNG9D_CF_In my teacher era_teacher accessories b,p",Paused,US,NewEleven,B0D1GHNG9D_COFFEE GLASS_IN MY TEACHER ERA + NUTITION FACTS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,170,36,3.7222,3,1,2,0.0176,0.0278,-0.3669,5.23,1.64,2.189,1.74,1.64,0.061,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0D1GHNG9D_CF_In my teacher era_best teacher gifts b,p",Paused,US,NewEleven,B0D1GHNG9D_COFFEE GLASS_IN MY TEACHER ERA + NUTITION FACTS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,329,118,1.7881,5,3,0.6667,0.0152,0.0254,-0.4016,9.9,5.2,0.9038,1.98,1.73,0.1445,2,1,1,39.96,39.96,0,2,2,0,0.4,0.3333,0.2001,0.2477,0.1301,0.9039,4.04,7.68,-0.474,4.95,5.2,-0.0481,39.96,39.96,0,0,0,0,2,1,1,--,--,--,2,2,0,--,--,--
sponsoredProducts,"B0D1GHNG9D_CF_In my teacher era_personalized teacher gifts b,p",Paused,US,NewEleven,B0D1GHNG9D_COFFEE GLASS_IN MY TEACHER ERA + NUTITION FACTS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,46,3,14.3333,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0D1GHNG9D_CF_In my teacher era_music teacher gifts b,p",Paused,US,NewEleven,B0D1GHNG9D_COFFEE GLASS_IN MY TEACHER ERA + NUTITION FACTS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,143,45,2.1778,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0D1GHNG9D_CF_In my teacher era_christmas gift for teacher b,p 2",Paused,US,NewEleven,B0D1GHNG9D_COFFEE GLASS_IN MY TEACHER ERA + NUTITION FACTS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,152,201,-0.2438,3,1,2,0.0197,0.005,2.94,5.5,1.5,2.6667,1.83,1.5,0.22,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0D1GHNG9D_CF_In my teacher era_funny teacher gifts b,p",Paused,US,NewEleven,B0D1GHNG9D_COFFEE GLASS_IN MY TEACHER ERA + NUTITION FACTS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,347,60,4.7833,2,0,2,0.0058,0,0.58,2.65,0,2.65,1.33,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0D1GHNG9D_CF_In my teacher era_teacher christmas gift b,p 1",Paused,US,NewEleven,B0D1GHNG9D_COFFEE GLASS_IN MY TEACHER ERA + NUTITION FACTS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,506,275,0.84,4,0,4,0.0079,0,0.79,7.09,0,7.09,1.77,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0D1GHNG9D_CF_In my teacher era_cool gift for teacher b,p",Paused,US,NewEleven,B0D1GHNG9D_COFFEE GLASS_IN MY TEACHER ERA + NUTITION FACTS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,678,345,0.9652,4,3,0.3333,0.0059,0.0087,-0.3218,6.98,5.5,0.2691,1.75,1.83,-0.0437,2,0,2,39.96,0,39.96,2,0,2,0.5,0,50,0.1747,--,--,5.72,0,5.72,3.49,0,3.49,39.96,0,39.96,0,0,0,2,0,2,--,--,--,2,0,2,--,--,--
sponsoredProducts,"B0D1GHNG9D_CF_In my teacher era_teacher christmas gifts b,p 2",Paused,US,NewEleven,B0D1GHNG9D_COFFEE GLASS_IN MY TEACHER ERA + NUTITION FACTS_NGAN,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,388,95,3.0842,6,3,1,0.0155,0.0316,-0.5095,10.71,6,0.785,1.79,2,-0.105,1,1,0,19.98,19.98,0,1,1,0,0.1667,0.3333,-0.4998,0.536,0.3003,0.7849,1.87,3.33,-0.4384,10.71,6,0.785,19.98,19.98,0,0,0,0,1,1,0,--,--,--,1,1,0,--,--,--
sponsoredProducts,"B0CQJZP6TK_CF_In my auntie era_new aunt gifts first time b,p",Paused,US,NewEleven,B0CQJZP6TK_COFFEE GLASS_IN MY AUNTIE ERA + AUNTIE NUTRITION_THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,28,2,13,2,0,2,0.0714,0,7.14,3.62,0,3.62,1.81,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CQJZP6TK_CF_In my auntie era_promoted to aunt b,p",Paused,US,NewEleven,B0CQJZP6TK_COFFEE GLASS_IN MY AUNTIE ERA + AUNTIE NUTRITION_THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,171,162,0.0556,1,1,0,0.0058,0.0062,-0.0645,1.8,1.5,0.2,1.8,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
sponsoredProducts,"B0CQJZP6TK_CF_In my auntie era_pregnancy announcement for aunt b,p 1",Paused,US,NewEleven,B0CQJZP6TK_COFFEE GLASS_IN MY AUNTIE ERA + AUNTIE NUTRITION_THILE,manual,$5.00,$0.00,Dynamic bids and down,NOT_SET,--,,179,34,4.2647,3,1,2,0.0168,0.0294,-0.4286,5.5,2,1.75,1.83,2,-0.085,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,0,0,0,--,--,--
