Product,ASIN,Date,SKU,Units,Refunds,Sales,Promo,Ads,Sponsored products (PPC),Sponsored Display,% Refunds,Sellable Quota,Refund сost,Amazon fees,Cost of Goods,Gross profit,Net profit,Estimated payout,Margin,ROI,BSR,Real ACOS,Sessions,Unit Session Percentage
"NewEleven Birthday Gifts For Women - Christian Gifts For Women, Her, Friends - Appreciation Present From Friend, Family - Decorative Glass Inspirational Scripture Jar With 92 Bible Verse COG: 2,62 / Price: 16,98",B0F6M3X7LG,2025-07-27,9Y-C7LJ-8AVP,5.0,,849.0,,-2966.0,-2966.0,,,,,-3355.0,-131.0,859.0,859.0,2169.0,1012.0,6557.0,,3494.0,46.0,1087.0
"NewEleven Gift For Grandpa - Meaningful Grandpa Gifts From Granddaughter, Grandson - Grandpa Birthday Gifts For Grandfather, New Granddad, PaPa - Bible Jar COG: 2,62 / Price: 16,98",B0F7WVKZ6F,2025-07-27,8O-S5PG-85KF,2.0,,3396.0,,,,,,,,-1342.0,-524.0,1530.0,1530.0,2054.0,4505.0,29198.0,,,15.0,1333.0
"NewEleven Uncle Birthday Gifts - Gift For Uncle, Funcle - Meaningful Present, Birthday Gift For Uncles From Newphew, Niece, Kids - Bible Jar COG: 2,62 / Price: 17,98",B0F7WYS1R1,2025-07-27,YA-B9EW-YOZ9,2.0,,3596.0,,,,,,,,-549.0,-131.0,1737.0,1737.0,3047.0,4830.0,13260.0,,,9.0,2222.0
"NewEleven Gift For Brother - Brother Birthday Gifts, Christian Gifts For Little, Adult Bro, Sibling - Meaningful Gift For Brothers From Sister, Family - Bible Jar COG: 2,62 / Price: 18,98",B0F7XCP31P,2025-07-27,JB-RJTD-OQ2R,2.0,,3796.0,,,,,,,,-1408.0,-524.0,1864.0,1864.0,2388.0,4910.0,35573.0,,,35.0,571.0
"NewEleven Best Friend Birthday Gifts For Women - Best Friend Gift For Her, Him - Bestie Gift, Christian Present From Friends - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse COG: 2,62 / Price: 17,98",B0F8VPS7QN,2025-07-27,FY-G9UN-GE5E,,,,,,,,,,,,,,,,,,,,18.0,
"NewEleven Gifts For Grandma - Christian Gift, Nana Gift, Grandma Birthday Gifts From Granddaughter, Grandson, Kids - Decorative Glass Inspirational Scripture Jar with 92 Bible Verse COG: 0 / Price: 17,98",B0FBQZZK71,2025-07-27,RW-PY02-EIMY,6.0,,10788.0,,-28502.0,-28502.0,,,,,-4512.0,,-22226.0,-22226.0,-22226.0,-20603.0,,,26420.0,91.0,659.0
"NewEleven Gifts For Aunt - Aunt Birthday Gifts From Niece, Newphew, Kids - Auntie Gift Ideas, Christian Gift For Aunt, Auntie - Decorative Glass Scripture Jar With 92 Bible Verse COG: 1,97 / Price: 16,98",B0FBRBL1CQ,2025-07-27,O8-51RP-7R9U,5.0,,849.0,,-564.0,-564.0,,,,,-3355.0,-985.0,3586.0,3586.0,4571.0,4224.0,36406.0,,664.0,47.0,1064.0
"NewEleven Birthday Gifts For Women - Humorous Message, Funny Birthday Gift Card For Men, Women, Dad, Mom, Brother, Sister, Friends, Family - Greeting Card COG: 0,39 / Price: 5,99",B0FC5MVV3Q,2025-07-27,H4-ZU99-Z57Y,1.0,,599.0,,-2108.0,-2108.0,,,,,-328.0,-39.0,-1876.0,-1876.0,-1837.0,-31319.0,,,35192.0,28.0,357.0
"NewEleven Gifts For Men - Romantic Gifts For Boyfriend, Husband, Him - Couple Gift Cards, Anniversary Card For Husband From Wife, Her - Greeting Card COG: 0,42 / Price: 6,99",B0FC5Q3KVJ,2025-07-27,BP-IWCY-92GM,3.0,,2097.0,-105.0,-1479.0,-1479.0,,,,,-1017.0,-126.0,-630.0,-630.0,-504.0,-3004.0,-50000.0,,7053.0,34.0,882.0
"NewEleven Gifts For Women - Wedding Anniversary Card For Wife, Husband, Couple - Romanic Love Gifts For Boyfriend From Girlfriend, Her - Greeting Card COG: 0,42 / Price: 6,99",B0FC5SSDXK,2025-07-27,D0-B6A7-C5GP,6.0,1.0,3495.0,,-1443.0,-1443.0,,1667.0,,-52.0,-1725.0,-252.0,-445.0,-445.0,-193.0,-1273.0,-17659.0,,4129.0,39.0,1538.0
"NewEleven Dog Dad Gifts For Men - Humorous Present, Cute Birthday Gifts For Dog Lovers, Husband, Him - Funny Dog Dad Card From Friend, Family - Greeting Card COG: 0,39 / Price: 6,99",B0FC5TBFWB,2025-07-27,60-KN47-M9LV,7.0,,4893.0,-245.0,-10187.0,-10187.0,,,,,-2373.0,-273.0,-8185.0,-8185.0,-7912.0,-16728.0,,,20820.0,63.0,1111.0
"NewEleven Funny Boss Gifts - Appreciaton Card, Boss Birthday Card For Men, Women, Manager - Supervisor Gifts For Women From Coworker, Colleague - Greeting Card COG: 0,39 / Price: 4,99",B0FC5TLHKZ,2025-07-27,RT-64X6-JD53,1.0,,499.0,-35.0,,,,,,,-306.0,-39.0,119.0,119.0,158.0,2385.0,30513.0,,,14.0,714.0
"NewEleven Boss Gifts For Women, Men - Boss Birthday Card, Thank You Gift, Heartfelt Message For Leader - Appreciation Present For Manager Form Colleague, Coworker - Greeting Card COG: 0,39 / Price: 4,99",B0FC5W1QX7,2025-07-27,SS-6UAT-LTMJ,1.0,,499.0,-35.0,,,,,,,-306.0,-39.0,119.0,119.0,158.0,2385.0,30513.0,,,14.0,714.0
"NewEleven Funny Gifts For Boss - Thank You Card, Appreciation Present, Birthday Boss Gifts For Women, Men - Manager Gift From Staff, Coworker, Colleague - Greeting Card COG: 0,39 / Price: 5,99",B0FC5XL613,2025-07-27,UU-WJ6M-WTFN,3.0,,1797.0,,-481.0,-481.0,,,,,-984.0,-117.0,215.0,215.0,332.0,1196.0,18376.0,,2677.0,31.0,968.0
"NewEleven Dog Mom Gifts For Women - Dog Mom Card, Cute Gifts For Dog Lovers, Dogs Owners - Birthday Gift, Dogs Moms Gift From Friend, Husband, Family - Greeting Card COG: 0,39 / Price: 6,99",B0FC5XQTBQ,2025-07-27,1A-JRBV-8HH8,4.0,,2396.0,,-2571.0,-2571.0,,,,,-1312.0,-156.0,-1643.0,-1643.0,-1487.0,-6857.0,,,10730.0,28.0,1429.0
"NewEleven Best Friends Gift - Heartfelt Message, Birthday Card For Friend - Best Friend Birthday Gifts For Women, Men, Meaningful Gift From Friends - Greeting Card COG: 0,39 / Price: 7,99",B0FC6158DB,2025-07-27,6B-3XRW-U6OQ,1.0,,799.0,,-1126.0,-1126.0,,,,,-361.0,-39.0,-727.0,-727.0,-688.0,-9099.0,,,14093.0,61.0,164.0
"NewEleven Best Friend Gift - Funny Card, Best Friend Birthday Gifts For Women, Her, Girls - Bestie Present, Meaningful Gift From Friends - Greeting Card COG: 0,39 / Price: 4,99",B0FC62VRRC,2025-07-27,OF-YAJT-Y5A4,3.0,,1797.0,,-304.0,-304.0,,,,,-1161.0,-117.0,-2521.0,-2521.0,-2404.0,-14029.0,,,16917.0,58.0,517.0
"NewEleven Dog Mom Gifts For Women - Funny Dog Dad Gift, Cute Card For Dog Lover - Birthday Cards, Dog Dad Gifts For Men From Wife, Her, Friend - Greeting Card COG: 0,39 / Price: 6,99",B0FC65Z1KQ,2025-07-27,ZM-69AN-C3J3,3.0,,1797.0,,-1965.0,-1965.0,,,,,-984.0,-117.0,-1269.0,-1269.0,-1152.0,-7062.0,,,10935.0,29.0,1034.0
"NewEleven Gift For Boss - Thank You Boss Gifts For Women, Men, Leader - Meaningful Present, Appreciation Gifts For Boss From Coworker, Staff - Greeting Card COG: 0,39 / Price: 5,99",B0FC65ZB93,2025-07-27,S6-VP1K-5XOQ,1.0,1.0,599.0,-3.0,,,,10000.0,,-433.0,-323.0,-39.0,-226.0,-226.0,-187.0,-3773.0,-57949.0,,,15.0,667.0
"NewEleven Going Away Gift - Farewell Gifts For Coworkers, Boss - Coworker Leaving Gifts For Women, Goodbye Gift Card For Colleague, Work Bestie - Greeting Card COG: 0,39 / Price: 7,99",B0FC686CQV,2025-07-27,27-N5JD-WKOZ,5.0,,3995.0,-56.0,-923.0,-923.0,,,,,-1795.0,-195.0,1026.0,1026.0,1221.0,2568.0,52615.0,,2310.0,36.0,1389.0
"NewEleven Farewell Gifts For Coworkers - Coworker Leaving Gifts For Women, Goodbye Gift Card, Going Away Gift For Colleague, Work Bestie - Greeting Card COG: 0,39 / Price: 5,99",B0FC68NMQ2,2025-07-27,UO-G2CF-RBYF,1.0,,599.0,,,,,,,,-328.0,-39.0,232.0,232.0,271.0,3873.0,59487.0,,,24.0,417.0
"NewEleven Retirement Gifts - Retirement Card For Women, Men, Boss - Coworker Leaving Gifts For Women, Happy Farewell Card, Meaningful Gift From Colleague - Greeting Card COG: 0,39 / Price: 7,99",B0FC69GZW9,2025-07-27,W6-C0RK-V9ZB,8.0,,4792.0,-3.0,-2066.0,-2066.0,,,,,-2619.0,-312.0,-235.0,-235.0,77.0,-490.0,-7532.0,,4311.0,49.0,1633.0
"NewEleven Retirement Gift For Woman, Men - Heartfelt Message, Retirement Card For Boss, Friend - Coworker Leaving Gifts For Women From Friends, Colleague - Greeting Card COG: 0,39 / Price: 5,99",B0FC69Q8BS,2025-07-27,ZB-KCAW-W2E3,19.0,,11381.0,,-15138.0,-15138.0,,,,,-6233.0,-741.0,-10731.0,-10731.0,-999.0,-9429.0,,,13301.0,129.0,1473.0
"NewEleven Retirement Gift For Woman - Retirement Card For Women, Men, Boss - Funny Retirements Gifts For Men, Farewell Gifts For Coworkers From Work Bestie, Colleague - Greeting Card COG: 0,39 / Price: 5,99",B0FC69R4PK,2025-07-27,A9-HSHI-ATQO,17.0,,10183.0,-3.0,-9476.0,-9476.0,,,,,-5571.0,-663.0,-5557.0,-5557.0,-4894.0,-5457.0,-83816.0,,9306.0,86.0,1977.0
"NewEleven Funny Retirement Gifts For Men, Women - Going Away Gift, Coworker Leaving Gifts For Women, Farewell Gift For Coworkers, Boss, Colleague - Greeting Card COG: 0,39 / Price: 7,99",B0FC69XTZ9,2025-07-27,B4-IRKZ-AKKE,5.0,,3995.0,-4.0,-199.0,-199.0,,,,,-1798.0,-195.0,-28.0,-28.0,167.0,-70.0,-1436.0,,4981.0,36.0,1389.0
"NewEleven Retirement Card For Woman, Men - Funny Retirement Present, Goodbye Gifts For Coworkers, Farewell Gifts For Men, Boss From Coworker - Greeting Card COG: 0,39 / Price: 5,99",B0FC6B7XH2,2025-07-27,XL-UV7U-G4EA,7.0,,4193.0,-6.0,-9.0,-9.0,,,,,-2286.0,-273.0,1484.0,1484.0,1757.0,3539.0,54359.0,,215.0,26.0,2692.0
"NewEleven Teacher Thank You Cards - Teachers Appreciation Gifts, Heartfelt Messeage, Meaningful Thank You Teacher Gifts From Student, Kids - Greeting Card COG: 0,39 / Price: 4,99",B0FC6CL2XN,2025-07-27,DM-O5C7-TN8L,,,,,,,,,,,,,,,,,,,,15.0,
"NewEleven Thank You Cards - Teacher Appreciation Gifts, Thanks You Present For Friend, Teacher, Boss - Thank You Gifts For Women, Men From Bestie, Family, Colleague - Greeting Card COG: 0,39 / Price: 4,99",B0FC6CNPQK,2025-07-27,4R-QNTR-6X4P,2.0,,998.0,,-491.0,-491.0,,,,,-624.0,-78.0,-195.0,-195.0,-117.0,-1954.0,-25000.0,,4920.0,23.0,870.0
"NewEleven Cat Mom Gifts For Women - Cat Birthday Card, Funny Gift For Cat Lover, Cat Mom, Her - Cat Lover Gifts For Women From Friend, Family - Greeting Card COG: 0,39 / Price: 6,99",B0FC6CY15S,2025-07-27,5P-CAQZ-6FK5,5.0,,3495.0,,-6804.0,-6804.0,,,,,-1725.0,-195.0,-5229.0,-5229.0,-5034.0,-14961.0,,,19468.0,49.0,1020.0
"NewEleven Gifts For Mom - Heartfelt Message, Birthday Card For Mom From Daughter, Son, Kids - Meaningful Gift, Unique Present For Mother - Greeting Card COG: 0,39 / Price: 5,99",B0FC6DJMD9,2025-07-27,1E-URHL-R626,10.0,,599.0,,-12588.0,-12588.0,,,,,-328.0,-39.0,-10268.0,-10268.0,-9878.0,-17142.0,,,21015.0,73.0,1370.0
"NewEleven Wedding Gifts For Couples 2025 - Heartfelt Message, Meaningful Wedding Card For Bride, Groom - Newly Wed Gifts For The Couple From Friend, Family - Greeting Card COG: 0,39 / Price: 5,99",B0FC6DL8X8,2025-07-27,XK-EXGK-T2H0,3.0,,1797.0,-6.0,-1742.0,-1742.0,,,,,-973.0,-117.0,-1095.0,-1095.0,-978.0,-6093.0,-93590.0,,9694.0,44.0,682.0
"NewEleven Funny Retirement Gifts For Men - Farewell Gifts For Coworkers, Funny Present For Boss, Colleague - Retirement Card For Men From Friend, Work Bestie - Greeting Card COG: 0,39 / Price: 5,99",B0FC6DMH5L,2025-07-27,7P-OJZF-5789,2.0,,1198.0,-3.0,-2766.0,-2766.0,,,,,-651.0,-78.0,-2327.0,-2327.0,-2249.0,-19424.0,,,23088.0,44.0,455.0
"NewEleven Wedding Gifts For Couples 2025 - Funny Wedding Card For Bride And Groom, Newly Wed Gifts For Couple - Meaningful Present From Friend And Family - Greeting Card COG: 0,39 / Price: 4,99",B0FC6DQZCQ,2025-07-27,DP-MOZ6-JMS1,1.0,,499.0,-25.0,,,,,,,-307.0,-39.0,128.0,128.0,167.0,2565.0,32821.0,,,10.0,1000.0
"NewEleven Engagement Gifts For Couples - Happy Wedding Cards For Bride And Groom - Romantic Present, Congratulation Wedding Gifts From Friend, Family - Greeting Card COG: 0,39 / Price: 6,99",B0FC6FNMMD,2025-07-27,TU-XEZX-HS89,5.0,,3495.0,,-3195.0,-3195.0,,,,,-1725.0,-195.0,-1620.0,-1620.0,-1425.0,-4635.0,-83077.0,,9142.0,56.0,893.0
"NewEleven Birthday Gifts for Women - Thank You Present, Christian Gifts for Women, Mom, Teacher - Inspirational Gift for Coworker - Handmade Positive Sunflower Doll Crochet with Card COG: 0 / Price: 9,99",B0FCLHRJ36,2025-07-27,0M-ATAJ-MC5Y,25.0,,24975.0,-58.0,-34862.0,-34862.0,,,,,-11848.0,,-22315.0,-22315.0,-22315.0,-8935.0,,,13959.0,170.0,1471.0
"NewEleven Gifts For Mom - Gifts For Mother, Women, Wife - Funny Best Birthday Gift Ideas For Wife, New Mama, Bonus Mama, Mom To Be, Mother In Law - 12 Oz Tumbler COG: 3,76 / Price: 15,98",B07Y7ZQ265,2025-07-28,F1-10S9-NASK,,,,,,,,,,,,,,,,,,,,5.0,
"NewEleven Fathers Day Gift For Dad From Daughter, Son, Kids - Birthday Gift For Dad, Husband, Men - Best Present Idea For Father, Husband, Bonus Father From Daughter, Son, Wife - 20 Oz Tumbler COG:  / Price: 0",B088GX79HT,2025-07-28,,,,,,,,,,,,,,,,,,,,,6.0,
"NewEleven 40th Birthday Gifts For Women - 40th Birthday Decorations For Women, Her - Best 40 Year Old Gifts Ideas For Wife, Mom, Friends, Sister - Turning 40 Presents For Female - 12 Oz Tumbler COG: 3,87 / Price: 14,99",B089QFK8NV,2025-07-28,6O-P3K0-CFHN,1.0,,1499.0,,,,,,,,-663.0,-387.0,449.0,449.0,836.0,2995.0,11602.0,,,13.0,769.0
"NewEleven 50th Birthday Gifts For Women, Her - 1975 50th Birthday Decorations - Gift For Women Turning 50-50 Year Old Gifts For Her, Mom, Wife, Friends - 12 Oz Wine Tumbler COG: 3,39 / Price: 16,98",B089QFYLFB,2025-07-28,XH-ELQT-PEJ2,17.0,,33966.0,-3.0,-12922.0,-12922.0,,,,,-12616.0,-5763.0,2365.0,2365.0,8128.0,696.0,4104.0,,3804.0,52.0,3269.0
"NewEleven Gifts For Men, Dad, Husband, Him - Aprons For Men With Pockets - Funny Gifts For Men, Dad, Husband, Boyfriend, Him, Brother, Uncle - Grill Cooking BBQ Kitchen Chef Apron COG: 3,92 / Price: 15,98",B08CDFWN1Q,2025-07-28,T7-POTQ-PD13,4.0,,6392.0,,,,,,,,-2548.0,-1568.0,2276.0,2276.0,3844.0,3561.0,14515.0,,,22.0,1818.0
"NewEleven 60th Birthday Gifts For Women - 1965 Birthday Decorations For Women - Happy 60th Celebration Gifts - Gift for turning 60 For Mom, Wife, Aunt - 12 Oz Wine Tumbler COG: 3,31 / Price: 19,98",B08R8PXYL6,2025-07-28,ZG-6MPB-F5JV,23.0,1.0,45954.0,-2.0,-14611.0,-14611.0,,435.0,,-1734.0,-17102.0,-7613.0,4694.0,4694.0,12307.0,1021.0,6166.0,,3179.0,64.0,3594.0
"NewEleven 40th Birthday Gifts For Men Women - 1985 40th Birthday Decorations For Men Women - 40 Year Old Birthday Gifts For Dad, Mom, Friends Turning 40-20 Oz Tumbler COG: 4,21 / Price: 22,98",B08R8R2LQF,2025-07-28,JC-JMFX-W7IY,8.0,,18384.0,,-1746.0,-1746.0,,,,,-636.0,-3368.0,6910.0,6910.0,10278.0,3759.0,20517.0,,950.0,29.0,2759.0
"NewEleven 50th Birthday Gifts For Men Women - 1975 50th Birthday Decorations For Men Women - Gifts For Women Turning 50-50 Year Old Gift For Men, Woman, Mom, Dad, Wife, Husband - 20 Oz Tumbler COG: 4,65 / Price: 14,99",B08R8SW1NM,2025-07-28,IW-9AEL-FYY3,2.0,,2998.0,,,,,,,,-1406.0,-93.0,662.0,662.0,1592.0,2208.0,7118.0,,,12.0,1667.0
"NEWELEVEN Coworker Leaving Gift - Farewell, Going Away, New Job, Goodbye, Good Luck for Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler COG: 4,76 / Price: 19,98",B08Y8RZRHG,2025-07-28,31-PNFY-F78S,2.0,,3996.0,,,,,,,,-149.0,-952.0,1554.0,1554.0,2506.0,3889.0,16324.0,,,11.0,1818.0
NewEleven 20 Oz Tumbler - Christmas Gifts for Dad from Kids COG:  / Price: 0,B08ZKZ1FJK,2025-07-28,,,,,,,,,,,,,,,,,,,,,2.0,
"NewEleven Retirement Gifts For Woman 2025 - Funny Retirement Gifts For Coworker Leaving - Farewell, Leaving, Goodbye Gift For Coworkers, Friends - 12 Oz Tumbler COG: 4,14 / Price: 22,98",B08ZRWW1W4,2025-07-28,A6-H1II-ZKFG,14.0,2.0,32172.0,,-9999.0,-9999.0,,1429.0,,-3988.0,-1113.0,-5796.0,1259.0,1259.0,7055.0,391.0,2172.0,,3108.0,86.0,1628.0
"NEWELEVEN Valentines Gifts For Men - Aprons For Men With Pockets - Funny Gifts For Him - BBQ Kitchen Chef Apron COG: 3,54 / Price: 15,98",B08ZYGT8SH,2025-07-28,QV-HPXT-L8DT,8.0,,12784.0,-16.0,-3441.0,-3441.0,,,,,-6046.0,-2832.0,305.0,305.0,3137.0,239.0,1077.0,,2692.0,53.0,1509.0
"NewEleven Fathers Day Gift For Men, Dad, Husband, Him - Aprons For Men With Pockets - Funny Gifts For Men, Dad, Husband, Him COG: 6,14 / Price: 19,98",B091F544N7,2025-07-28,XM-V41I-3KAW,,,,,,,,,,,-529.0,614.0,85.0,85.0,-529.0,,-1384.0,,,,
"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gift For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler COG: 4,63 / Price: 19,98",B092HNBJT6,2025-07-28,W7-BHYY-1NZC,8.0,,15984.0,,-4285.0,-4285.0,,,,,-596.0,-3704.0,2035.0,2035.0,5739.0,1273.0,5494.0,,2681.0,62.0,1290.0
"NewEleven Retirement Gifts For Woman 2025 - Retired Gift For Coworker Leaving - Farewell, Goodbye Presents For Women, Coworkers, Friends - 20 Oz Tumbler COG: 5,1 / Price: 17,98",B095S16WV3,2025-07-28,VG-MZ2S-KBWR,,,,,,,,,100.0,102.0,,,1020.0,1020.0,,,,,,7.0,
"NewEleven Gifts For Him, Men - Gift For Men, Women, Dad, Husband, Friend - Thank You Gifts, Appreciation Gift, Graduation Presents For Men, Nurse, Teacher, Boss, Coworker - 20 Oz Tumbler COG: 4,04 / Price: 16,98",B0978WGWY4,2025-07-28,BJ-VG4K-QQW3,2.0,,3396.0,,,,,,,,-1472.0,-808.0,1116.0,1116.0,1924.0,3286.0,13812.0,,,18.0,1111.0
"NewEleven Gift For Brother From Sister, Bro - Best Birthday Gift For Big, Little Brother, Siblings, Brothers In Law - Funny Gag Gifts For Men - 20 Oz Tumbler COG: 4,4 / Price: 19,98",B09792XF8F,2025-07-28,CC-VIYV-1LFP,6.0,,11988.0,,,,,,,,-471.0,-264.0,4638.0,4638.0,7278.0,3869.0,17568.0,,,15.0,4000.0
"NewEleven Gifts For Mom From Daughter, Son, Kids - Unique Birthday Gift For Mom Wife, New Mother, Bonus Mama, Pregnant Mama - Funny Gifts Ideas For Mum - 20 Oz Tumbler COG: 4,2 / Price: 16,98",B097B9H21P,2025-07-28,YP-SEHP-8NOP,,1.0,,,,,,,,-1473.0,,,-1473.0,-1473.0,-1473.0,,,,,15.0,
"NewEleven Christmas Gift For Dad - Birthday Gifts For Dad From Daughter, Son, Kids - Husband Gifts - Birthday Present Ideas For Father, Husband, New Dad, Bonus Dad From Daughter, Son - 20 Oz Tumbler COG:  / Price: 0",B097B9SY89,2025-07-28,,,,,,,,,,,,,,,,,,,,,1.0,
"NewEleven Gift For Uncle From Niece, Nephew - Funny Unkie Gift, Uncle Birthday Gifts - Best Present For New Uncles, Funcle, Unky Announcement - 20 Oz Tumbler COG: 4,29 / Price: 19,98",B097H6PJCN,2025-07-28,C5-L2Z6-TAT4,,,,,,,,,,,,,,,,,,,,12.0,
"Neweleven Replacement Lid For 20 Oz NewEleven Tumbler - Pack of 2 lids COG: 0,96 / Price: 9,98",B0995JRMHP,2025-07-28,O1-FU7J-W72I,1.0,,998.0,,,,,,,,-456.0,-96.0,446.0,446.0,542.0,4469.0,46458.0,,,4.0,2500.0
"NewEleven Bird Watching Gifts, Gifts For Bird Lovers - Gift For Men Women - Funny Birding Gift For Birders, Birds Watchers, Birb Lovers, Men, Women, Friends - 20 Oz Tumbler COG: 4,78 / Price: 22,98",B09S9PGL4T,2025-07-28,UD-JSC7-HVGH,2.0,,4596.0,,,,,,,,-159.0,-956.0,2050.0,2050.0,3006.0,4460.0,21444.0,,,4.0,5000.0
"NewEleven 20 Oz Tumbler - Farewell Gift for Coworker, BPA-Free Stainless Steel Drinking Cup, Double Wall Vacuum Insulation, Going Away Gift for Men Women, Good Luck Gifts COG: 4,44 / Price: 19,98",B09XDFF8FF,2025-07-28,HR-LSGT-JYQH,2.0,,3996.0,,-1025.0,-1025.0,,,,,-157.0,-888.0,513.0,513.0,1401.0,1284.0,5777.0,,2565.0,534.0,37.0
"NewEleven Retirement Gifts For Woman 2025 - Happy Retirement Gifts For Coworker Leaving - Farewell, Goodbye Presents For Women, Coworkers, Friends - 20 Oz Tumbler COG: 4,82 / Price: 19,98",B09XDFLNR8,2025-07-28,74-78DN-W52B,1.0,,1998.0,,,,,,,,-785.0,-482.0,731.0,731.0,1213.0,3659.0,15166.0,,,15.0,667.0
"NewEleven Retirement Gifts For Men Women 2025 - Retirement Party Decorations - Retired Presents For Coworker Leaving, Men, Retired People, Coworkers, Friends - 20 Oz Tumbler COG: 4,34 / Price: 19,98",B09XXP5V2W,2025-07-28,FL-GKXG-L8RH,10.0,,1998.0,,-3205.0,-3205.0,,,,,-745.0,-434.0,4985.0,4985.0,9325.0,2495.0,11486.0,,1604.0,56.0,1786.0
"NewEleven Retirement Gifts For Men Women 2025 - Retirement Party Decorations - Retired Presents For Coworker Leaving, Men, Retired People, Coworkers, Friends - 20 Oz Tumbler COG: 4,48 / Price: 19,98",B09YCTFXYV,2025-07-28,KG-HY7Y-VD9N,,,,,,,,,,,,,,,,,,,,17.0,
"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job Gift, Goodbye, Good Luck Presents For Coworkers, Friends, Boss, Men, Women - 20 Oz Tumbler COG: 4,46 / Price: 19,98",B09ZYBDMZ1,2025-07-28,Y3-JOZK-KF6U,2.0,,3996.0,,,,,,,,-149.0,-892.0,1614.0,1614.0,2506.0,4039.0,18094.0,,,44.0,455.0
"NewEleven Coworker Leaving Gifts - Farewell Gifts, Going Away Gift For Coworker - New Job, Goodbye, Good Luck Gift For Coworkers, Colleagues, Boss, Men, Women, Friends - 20 Oz Tumbler COG: 4,22 / Price: 19,98",B09ZYCD6GX,2025-07-28,1Q-FSNP-VBED,2.0,,3996.0,,-1306.0,-1306.0,,,,,-149.0,-844.0,356.0,356.0,12.0,891.0,4218.0,,3268.0,26.0,769.0
"NewEleven Retirement Gifts For Women 2025 - Happy Retirement Gift - Coworker Leaving Gift, Farewell Gifts, Goodbye Presents For Coworkers, Friends - 12 Oz Tumbler COG: 3,73 / Price: 22,98",B0B2WGL9ZW,2025-07-28,DI-F7I2-E7AK,2.0,1.0,4596.0,,,,,5000.0,,-1595.0,-159.0,-746.0,665.0,665.0,1411.0,1447.0,8914.0,,,17.0,1176.0
"NewEleven Retirement Gifts For Women 2024 - Happy Retirement Gift - Coworker Leaving, Farewell, Goodbye Gifts For Coworkers, Friends - 12 Oz Tumbler COG: 3,99 / Price: 22,98",B0B9RLH8RV,2025-07-28,HB-YPM1-SCJA,2.0,,4596.0,,,,,,,,-159.0,-798.0,2208.0,2208.0,3006.0,4804.0,27669.0,,,14.0,1429.0
"NEWELEVEN 16 Oz Coffee Glass - Mama Needs Coffee - Transparent Glass - Reusable - 16 oz - Casual - Cold Drinks - Christmas, Mother's Day, Birthday - 1 Count COG: 2,55 / Price: 16,99",B0B9SF2R4R,2025-07-28,SB-OEYK-4VNP,1.0,,1699.0,,,,,,100.0,255.0,-78.0,-255.0,919.0,919.0,919.0,5409.0,36039.0,,,9.0,1111.0
"NewEleven Gifts For Aunt From Niece, Nephew - Cool Gifts For New Aunt, Auntie, Sister - Aunts Birthday Gift - Announcement, Promoted To Aunty, Best Auntie Ever - 16 Oz Coffee Glass COG: 2,33 / Price: 12,98",B0BC8SB3Y4,2025-07-28,DT-HT71-4QRG,,,,,,,,,,,,,,,,,,,,9.0,
"NewEleven Gifts For Sister - Unique Birthday Present For Sisters, Soul Sis, Big, Little Sister, Sisters In Law, Sibling, Bestie - 16 Oz Coffee Glass COG: 2,04 / Price: 15,98",B0BC8WBYW7,2025-07-28,U3-HSBK-1RJI,,,,,,,,,,,,,,,,,,,,3.0,
"NewEleven Gifts For Wife, Her - Wife Gifts From Husband - Gift For Her - Gift Ideas For Women, Bride To Be, Fiancee, Wifey - 16 Oz Coffee Glass COG: 2,92 / Price: 13,99",B0BDLH8KX3,2025-07-28,47-ZC5Z-3DOW,,,,,,,,,,,,,,,,,,,,7.0,
"NewEleven Gifts For Mom - Present For Mom From Daughter, Son, Kids - Unique Birthday Gifts For Mother, New Mom, Mommy, Pregnancy - 16 Oz Coffee Glass COG: 2,82 / Price: 13,99",B0BHWDNYVL,2025-07-28,CW-5CAB-L7CZ,,,,,,,,,,,,,,,,,,,,4.0,
"NewEleven Gifts For Women Friendship - Funny Gifts For Friends Female - Unique Friendship Present For Her, Female, Bestie, Bff, Soul Sister, Work Bestie - 16 Oz Coffee Glass COG: 2,29 / Price: 15,98",B0BRB5SPYZ,2025-07-28,25-YAS2-RJHI,,,,,,,,,,,,,,,,,,,,5.0,
"NewEleven Gifts For Sister - Unique Birthday Present For Soul Sister, Big, Little Sis, Sisters In Law, Sibling, Bestie - 16 Oz Coffee Glass COG: 2,03 / Price: 15,98",B0BRB6J55H,2025-07-28,OW-SAUE-CM7G,,,,,,,,,,,,,,,,,,,,7.0,
